genome,sortase_present,sortase_count,lpxtg_present,lpxtg_count,bacteriocin_present,bacteriocin_count,crispr_cas_present,crispr_cas_count,stress_universal_present,stress_universal_count,clp_protease_present,clp_protease_count,phage_resistance_present,phage_resistance_count,amr_present,amr_count,virulence_present,virulence_count,phage_present,phage_count,total_genes
GCF_000195575.1_ASM19557v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,2.0,1,4.0,1,5.0,1,19.0,1,4.0,1,9.0,2641
GCF_000195695.1_ASM19569v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,1,8.0,1,43.0,1,25.0,1,50.0,4591
GCF_000195775.1_ASM19577v1_genomic,0,0.0,1,1.0,0,0.0,0,0.0,1,6.0,1,6.0,1,6.0,1,66.0,1,15.0,1,27.0,5060
GCF_000196175.1_ASM19617v1_genomic,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,1,4.0,1,2.0,1,29.0,1,10.0,1,9.0,3615
GCF_000196555.1_ASM19655v1_genomic,1,6.0,1,3.0,0,0.0,0,0.0,0,0.0,1,4.0,1,11.0,1,17.0,1,6.0,1,36.0,2052
GCF_000196575.1_ASM19657v1_genomic,1,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1,4.0,1,12.0,1,18.0,1,9.0,1,75.0,2089
GCF_000196595.1_ASM19659v1_genomic,1,5.0,1,3.0,1,25.0,0,0.0,1,1.0,1,5.0,1,2.0,1,23.0,1,10.0,1,105.0,2208
GCF_000196735.1_ASM19673v1_genomic,1,2.0,0,0.0,1,2.0,0,0.0,1,1.0,1,4.0,1,11.0,1,39.0,1,9.0,1,89.0,4236
GCF_000210515.1_ASM21051v1_genomic,1,1.0,1,1.0,0,0.0,1,107.0,1,3.0,1,3.0,1,2.0,1,23.0,1,9.0,1,152.0,2538
GCF_000210575.1_ASM21057v1_genomic,0,0.0,0,0.0,0,0.0,1,28.0,0,0.0,1,4.0,1,5.0,1,32.0,1,14.0,1,38.0,3339
GCF_000210755.1_ASM21075v1_genomic,1,4.0,1,3.0,0,0.0,0,0.0,0,0.0,1,4.0,1,15.0,1,19.0,1,6.0,1,39.0,2038
GCF_000210835.1_ASM21083v1_genomic,0,0.0,1,1.0,0,0.0,1,61.0,0,0.0,1,3.0,1,14.0,1,56.0,1,17.0,1,41.0,4605
GCF_000210935.1_ASM21093v1_genomic,1,1.0,1,3.0,1,29.0,0,0.0,1,1.0,1,5.0,1,2.0,1,23.0,1,10.0,1,91.0,2178
GCF_000210955.1_ASM21095v1_genomic,1,1.0,1,4.0,1,27.0,0,0.0,1,1.0,1,5.0,1,1.0,1,24.0,1,10.0,1,88.0,2170
GCF_000210975.1_ASM21097v1_genomic,1,2.0,1,6.0,1,28.0,0,0.0,1,1.0,1,5.0,1,2.0,1,28.0,1,9.0,1,112.0,2274
GCF_000211015.1_ASM21101v1_genomic,1,1.0,1,4.0,1,27.0,0,0.0,1,1.0,1,5.0,1,1.0,1,24.0,1,10.0,1,86.0,2179
GCF_000211035.1_ASM21103v2_genomic,1,1.0,1,4.0,1,25.0,0,0.0,1,1.0,1,5.0,1,1.0,1,24.0,1,10.0,1,84.0,2159
GCF_000211055.1_ASM21105v2_genomic,1,1.0,1,4.0,1,25.0,0,0.0,1,1.0,1,5.0,1,1.0,1,24.0,1,10.0,1,84.0,2159
GCF_000211075.1_ASM21107v1_genomic,1,2.0,1,5.0,1,31.0,0,0.0,1,1.0,1,5.0,1,2.0,1,27.0,1,8.0,1,129.0,2292
GCF_000211095.1_ASM21109v1_genomic,1,2.0,1,5.0,1,31.0,0,0.0,1,1.0,1,5.0,1,2.0,1,27.0,1,8.0,1,133.0,2300
GCF_000213955.1_ASM21395v1_genomic,0,0.0,1,6.0,1,1.0,0,0.0,0,0.0,1,4.0,1,2.0,1,10.0,1,15.0,1,17.0,1383
GCF_000214785.1_ASM21478v1_genomic,1,1.0,1,3.0,1,4.0,1,23.0,1,2.0,1,4.0,1,1.0,1,25.0,1,22.0,1,107.0,2557
GCF_000215345.2_ASM21534v3_genomic,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1,3.0,1,2.0,1,30.0,1,12.0,1,18.0,2285
GCF_000218645.2_Fusobacterium_sp_21_1A_V3_genomic,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,1.0,1,30.0,1,26.0,1,34.0,2105
GCF_000219455.1_ASM21945v1_genomic,1,2.0,1,2.0,1,1.0,1,64.0,0,0.0,1,4.0,1,13.0,1,16.0,1,8.0,1,46.0,2089
GCF_000219805.1_ASM21980v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,3.0,1,2.0,1,12.0,1,4.0,1,2.0,1433
GCF_000220135.1_ASM22013v1_genomic,1,2.0,1,5.0,1,1.0,1,100.0,0,0.0,1,4.0,1,5.0,1,22.0,1,15.0,1,37.0,2198
GCF_000220885.1_ASM22088v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,15.0,1676
GCF_000224965.2_ASM22496v2_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1672
GCF_000224985.1_ASM22498v1_genomic,1,4.0,1,1.0,1,5.0,1,116.0,1,3.0,1,4.0,1,2.0,1,23.0,1,12.0,1,76.0,2198
GCF_000227485.1_ASM22748v1_genomic,1,2.0,0,0.0,1,9.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,11.0,1,31.0,4160
GCF_000230275.1_ASM23027v1_genomic,0,0.0,0,0.0,0,0.0,1,109.0,1,2.0,1,5.0,1,4.0,1,31.0,1,8.0,1,105.0,2558
GCF_000236475.1_ASM23647v1_genomic,1,2.0,1,3.0,1,10.0,0,0.0,1,5.0,1,4.0,1,5.0,1,29.0,1,2.0,1,310.0,2855
GCF_000248095.2_ASM24809v3_genomic,1,2.0,1,8.0,0,0.0,1,84.0,1,5.0,1,4.0,1,6.0,1,27.0,1,11.0,1,85.0,2435
GCF_000251085.2_ASM25108v2_genomic,1,5.0,1,4.0,1,23.0,0,0.0,1,1.0,1,5.0,1,2.0,1,24.0,1,9.0,1,136.0,2278
GCF_000253195.1_ASM25319v1_genomic,1,2.0,0,0.0,1,5.0,1,27.0,1,1.0,1,3.0,0,0.0,1,45.0,1,8.0,1,79.0,3851
GCF_000253315.1_ASM25331v1_genomic,1,2.0,1,9.0,1,10.0,1,59.0,1,1.0,1,6.0,1,2.0,1,35.0,1,9.0,1,33.0,2147
GCF_000253335.1_ASM25333v1_genomic,1,1.0,1,5.0,1,15.0,1,68.0,1,1.0,1,5.0,1,1.0,1,37.0,1,12.0,1,68.0,2196
GCF_000253395.1_ASM25339v1_genomic,1,1.0,1,1.0,1,10.0,1,104.0,1,1.0,1,5.0,1,4.0,1,26.0,1,5.0,1,85.0,2233
GCF_000255475.1_ASM25547v1_genomic,1,9.0,1,4.0,1,4.0,1,81.0,0,0.0,1,4.0,1,1.0,1,36.0,1,12.0,1,56.0,3445
GCF_000262325.2_ASM26232v2_genomic,0,0.0,1,1.0,0,0.0,0,0.0,1,2.0,1,6.0,1,24.0,1,54.0,1,45.0,1,86.0,5622
GCF_000262675.1_ASM26267v1_genomic,1,1.0,0,0.0,1,9.0,1,131.0,1,1.0,1,5.0,1,2.0,1,24.0,1,5.0,1,93.0,2188
GCF_000265095.1_ASM26509v1_genomic,1,4.0,1,6.0,0,0.0,0,0.0,0,0.0,1,4.0,1,2.0,1,19.0,1,7.0,1,31.0,1859
GCF_000265365.1_ASM26536v1_genomic,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,1,4.0,1,5.0,1,38.0,1,15.0,1,74.0,3312
GCF_000269965.1_ASM26996v1_genomic,1,3.0,0,0.0,1,8.0,0,0.0,0,0.0,1,4.0,1,8.0,1,19.0,1,18.0,1,105.0,2662
GCF_000277325.1_ASM27732v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1674
GCF_000277345.1_ASM27734v1_genomic,1,2.0,0,0.0,0,0.0,1,49.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1678
GCF_000283495.2_ASM28349v2_genomic,0,0.0,0,0.0,0,0.0,1,364.0,1,2.0,1,3.0,1,3.0,1,25.0,1,7.0,1,62.0,2701
GCF_000283615.1_ASM28361v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,1,3.0,1,4.0,1,9.0,1,27.0,1,14.0,1,93.0,2624
GCF_000292915.1_ASM29291v1_genomic,0,0.0,0,0.0,1,1.0,1,1.0,1,5.0,1,3.0,1,27.0,1,82.0,1,21.0,1,61.0,5961
GCF_000299015.1_ASM29901v1_genomic,1,1.0,1,4.0,1,25.0,0,0.0,1,1.0,1,5.0,1,2.0,1,24.0,1,10.0,1,91.0,2190
GCF_000309565.2_ASM30956v2_genomic,1,4.0,1,8.0,1,11.0,0,0.0,1,3.0,1,4.0,1,2.0,1,37.0,1,11.0,1,84.0,2838
GCF_000312685.1_ASM31268v1_genomic,1,2.0,1,5.0,1,11.0,0,0.0,1,4.0,1,4.0,1,6.0,1,32.0,1,3.0,1,208.0,2670
GCF_000317935.1_ASM31793v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,4.0,1,11.0,1,40.0,1,26.0,1,71.0,4789
GCF_000318035.1_ASM31803v1_genomic,1,4.0,1,9.0,1,11.0,1,23.0,1,3.0,1,5.0,1,2.0,1,32.0,1,15.0,1,150.0,3268
GCF_000321395.1_ASM32139v1_genomic,1,2.0,0,0.0,1,8.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,13.0,1,23.0,4240
GCF_000342305.2_vvyb1_bt3.5_genomic,1,2.0,0,0.0,0,0.0,1,2.0,1,5.0,1,4.0,1,13.0,1,59.0,1,38.0,1,62.0,5585
GCF_000344575.1_ASM34457v1_genomic,1,3.0,1,10.0,1,18.0,0,0.0,1,7.0,1,4.0,1,3.0,1,29.0,1,3.0,1,64.0,2409
GCF_000344745.1_ASM34474v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,17.0,1,154.0,4441
GCF_000348705.1_ASM34870v1_genomic,1,2.0,1,5.0,1,31.0,0,0.0,1,1.0,1,5.0,1,1.0,1,26.0,1,8.0,1,103.0,2222
GCF_000349795.1_ASM34979v1_genomic,1,2.0,0,0.0,1,8.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,14.0,1,27.0,4169
GCF_000359625.1_ASM35962v1_genomic,1,3.0,1,5.0,1,1.0,1,17.0,1,6.0,1,3.0,1,5.0,1,26.0,1,18.0,1,97.0,2705
GCF_000388095.2_LcY_assembly050913_genomic,1,5.0,1,10.0,1,12.0,1,50.0,1,3.0,1,6.0,1,2.0,1,33.0,1,15.0,1,128.0,3175
GCF_000389675.2_ASM38967v2_genomic,1,1.0,1,2.0,1,8.0,1,52.0,1,2.0,1,4.0,1,1.0,1,24.0,1,9.0,1,37.0,2036
GCF_000392485.3_ASM39248v2_genomic,1,2.0,1,9.0,1,10.0,0,0.0,1,10.0,1,4.0,1,3.0,1,47.0,1,13.0,1,184.0,3238
GCF_000397165.1_ASM39716v1_genomic,1,1.0,1,2.0,0,0.0,1,158.0,1,3.0,1,4.0,1,1.0,1,24.0,1,11.0,1,166.0,2276
GCF_000400585.1_LcA_0213_genomic,1,5.0,1,10.0,1,12.0,1,19.0,1,3.0,1,6.0,1,2.0,1,33.0,1,15.0,1,149.0,3196
GCF_000400875.1_ASM40087v1_genomic,0,0.0,0,0.0,0,0.0,1,54.0,0,0.0,1,2.0,1,1.0,1,29.0,1,31.0,1,34.0,2270
GCF_000410995.1_ASM41099v1_genomic,1,2.0,1,6.0,1,1.0,0,0.0,1,4.0,1,5.0,1,5.0,1,29.0,1,16.0,1,162.0,2156
GCF_000414215.1_ASM41421v1_genomic,1,2.0,0,0.0,0,0.0,1,41.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1673
GCF_000418515.1_ASM41851v1_genomic,1,5.0,1,10.0,1,12.0,1,27.0,1,3.0,1,5.0,1,4.0,1,38.0,1,14.0,1,123.0,3131
GCF_000422165.1_ASM42216v1_genomic,1,2.0,1,1.0,1,4.0,1,7.0,1,2.0,1,4.0,1,1.0,1,28.0,1,17.0,1,296.0,2525
GCF_000448685.2_ASM44868v2_genomic,1,2.0,1,7.0,1,11.0,1,8.0,1,1.0,1,5.0,1,3.0,1,35.0,1,6.0,1,31.0,2001
GCF_000465235.1_ASM46523v1_genomic,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,1,3.0,1,2.0,1,22.0,1,5.0,1,2.0,1831
GCF_000466785.3_ASM46678v3_genomic,1,1.0,1,2.0,0,0.0,1,141.0,1,3.0,1,5.0,1,1.0,1,28.0,1,18.0,1,222.0,2562
GCF_000468955.1_ASM46895v1_genomic,1,3.0,1,9.0,1,7.0,0,0.0,1,6.0,1,5.0,1,6.0,1,32.0,1,2.0,1,50.0,2403
GCF_000470055.1_3S_genomic,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,1,3.0,1,2.0,1,21.0,1,6.0,1,1.0,1616
GCF_000471945.1_ASM47194v1_genomic,1,2.0,0,0.0,0,0.0,1,117.0,0,0.0,1,4.0,1,4.0,1,18.0,1,3.0,1,16.0,1790
GCF_000478255.1_ASM47825v2_genomic,1,4.0,1,4.0,1,14.0,0,0.0,1,8.0,1,6.0,1,4.0,1,33.0,1,2.0,1,102.0,2642
GCF_000479375.1_ASM47937v1_genomic,1,3.0,1,9.0,1,13.0,0,0.0,1,6.0,1,4.0,1,5.0,1,29.0,1,5.0,1,202.0,2730
GCF_000494775.2_ASM49477v2_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,3.0,1,2.0,1,21.0,1,4.0,1,3.0,1753
GCF_000494795.1_ASM49479v1_genomic,1,5.0,1,4.0,1,23.0,0,0.0,1,1.0,1,5.0,1,2.0,1,23.0,1,11.0,1,95.0,2219
GCF_000496265.1_ASM49626v1_genomic,1,1.0,1,3.0,1,2.0,1,23.0,1,6.0,1,5.0,1,1.0,1,27.0,1,3.0,1,29.0,1869
GCF_000498675.1_ASM49867v1_genomic,1,1.0,1,4.0,1,8.0,0,0.0,1,2.0,1,5.0,1,1.0,1,27.0,1,13.0,1,44.0,1846
GCF_000521285.1_TH1435VE_genomic,1,1.0,0,0.0,1,12.0,1,149.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,47.0,2114
GCF_000521305.1_TH1436VE_genomic,1,1.0,1,1.0,1,10.0,1,113.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,42.0,2120
GCF_000521325.1_MTH17CL396VE_genomic,1,1.0,1,2.0,1,9.0,1,173.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,59.0,2266
GCF_000525715.1_ASM52571v1_genomic,1,1.0,1,2.0,1,3.0,1,177.0,1,2.0,1,4.0,0,0.0,1,27.0,1,8.0,1,143.0,2284
GCF_000572065.1_TH982VE_genomic,1,1.0,0,0.0,1,7.0,1,67.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,49.0,2098
GCF_000572095.1_TH1477VE_genomic,1,1.0,1,1.0,1,7.0,1,83.0,1,1.0,1,6.0,1,3.0,1,27.0,1,5.0,1,80.0,2263
GCF_000582665.1_ASM58266v1_genomic,1,4.0,1,5.0,1,11.0,0,0.0,1,3.0,1,5.0,1,1.0,1,34.0,1,16.0,1,236.0,3117
GCF_000583755.1_ASM58375v1_genomic,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,3.0,1,3.0,1,21.0,1,10.0,1,17.0,2015
GCF_000583775.1_ASM58377v1_genomic,0,0.0,0,0.0,1,3.0,1,35.0,0,0.0,1,3.0,1,2.0,1,24.0,1,3.0,1,34.0,2053
GCF_000583795.1_ASM58379v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,3.0,1,2.0,1,22.0,1,5.0,1,5.0,1813
GCF_000698885.1_ASM69888v1_genomic,1,1.0,1,1.0,1,10.0,1,147.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,90.0,2198
GCF_000699465.1_ASM69946v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,17.0,1,154.0,4425
GCF_000699525.1_ASM69952v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,17.0,1,155.0,4431
GCF_000701165.1_ASM70116v2_genomic,0,0.0,1,1.0,1,3.0,0,0.0,1,6.0,1,6.0,1,29.0,1,108.0,1,33.0,1,120.0,7696
GCF_000706705.1_ASM70670v1_genomic,1,1.0,0,0.0,1,7.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,15.0,1,43.0,4192
GCF_000710365.2_ASM71036v3_genomic,0,0.0,0,0.0,0,0.0,1,69.0,0,0.0,1,2.0,1,18.0,1,56.0,1,18.0,1,69.0,4723
GCF_000710375.2_ASM71037v3_genomic,0,0.0,0,0.0,0,0.0,1,139.0,0,0.0,1,4.0,1,14.0,1,56.0,1,20.0,1,117.0,5019
GCF_000714655.1_ASM71465v1_genomic,0,0.0,0,0.0,1,1.0,1,7.0,1,11.0,1,5.0,1,55.0,1,57.0,1,40.0,1,230.0,6569
GCF_000724665.2_ASM72466v3_genomic,0,0.0,1,1.0,1,1.0,1,22.0,0,0.0,1,2.0,1,13.0,1,53.0,1,17.0,1,85.0,4675
GCF_000724795.2_ASM72479v2_genomic,0,0.0,1,1.0,0,0.0,1,56.0,0,0.0,1,3.0,1,13.0,1,52.0,1,18.0,1,57.0,4381
GCF_000724805.2_ASM72480v2_genomic,0,0.0,0,0.0,0,0.0,1,11.0,0,0.0,1,2.0,1,17.0,1,51.0,1,20.0,1,42.0,4754
GCF_000724815.2_ASM72481v2_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,3.0,1,11.0,1,54.0,1,17.0,1,51.0,4711
GCF_000736415.1_ASM73641v1_genomic,0,0.0,0,0.0,0,0.0,1,483.0,1,1.0,1,3.0,1,1.0,1,20.0,1,3.0,1,3.0,2327
GCF_000739415.1_ASM73941v1_genomic,0,0.0,0,0.0,0,0.0,1,233.0,1,1.0,1,2.0,1,3.0,1,24.0,1,5.0,1,72.0,2350
GCF_000746645.1_ASM74664v1_genomic,0,0.0,0,0.0,0,0.0,1,1.0,1,3.0,1,4.0,1,5.0,1,73.0,1,9.0,1,297.0,4416
GCF_000746665.1_ASM74666v1_genomic,1,1.0,0,0.0,1,3.0,1,119.0,1,4.0,1,4.0,1,7.0,1,56.0,1,38.0,1,100.0,4850
GCF_000755805.1_ASM75580v1_genomic,1,1.0,1,1.0,1,3.0,0,0.0,1,10.0,1,4.0,1,33.0,1,97.0,1,33.0,1,144.0,7489
GCF_000755825.1_ASM75582v1_genomic,1,1.0,0,0.0,1,4.0,0,0.0,1,6.0,1,7.0,1,21.0,1,76.0,1,21.0,1,97.0,6060
GCF_000756085.1_ASM75608v1_genomic,1,1.0,0,0.0,1,4.0,0,0.0,1,6.0,1,7.0,1,23.0,1,77.0,1,22.0,1,129.0,6079
GCF_000761135.1_ASM76113v1_genomic,1,1.0,1,2.0,1,4.0,1,32.0,1,2.0,1,5.0,1,1.0,1,21.0,1,5.0,1,9.0,1860
GCF_000770565.1_ASM77056v1_genomic,1,1.0,0,0.0,1,4.0,0,0.0,1,5.0,1,7.0,1,21.0,1,78.0,1,25.0,1,151.0,6703
GCF_000772485.1_ASM77248v1_genomic,1,4.0,1,2.0,0,0.0,0,0.0,0,0.0,1,4.0,1,12.0,1,16.0,1,6.0,1,37.0,1989
GCF_000785515.1_ASM78551v1_genomic,1,2.0,1,5.0,1,18.0,0,0.0,1,1.0,1,5.0,1,2.0,1,35.0,1,6.0,1,37.0,2113
GCF_000789355.1_ASM78935v1_genomic,1,1.0,0,0.0,1,6.0,0,0.0,0,0.0,1,5.0,1,2.0,1,37.0,1,8.0,1,112.0,3866
GCF_000807375.1_ASM80737v1_genomic,1,3.0,1,2.0,1,16.0,0,0.0,1,6.0,1,6.0,1,6.0,1,30.0,1,1.0,1,157.0,2566
GCF_000816205.1_ASM81620v1_genomic,1,2.0,0,0.0,0,0.0,1,35.0,0,0.0,1,4.0,1,4.0,1,21.0,1,4.0,1,13.0,1673
GCF_000816965.1_ASM81696v1_genomic,1,2.0,1,2.0,1,5.0,1,29.0,1,1.0,1,4.0,1,2.0,1,66.0,1,8.0,1,76.0,4263
GCF_000817975.1_ASM81797v1_genomic,0,0.0,0,0.0,0,0.0,1,130.0,1,2.0,1,5.0,1,7.0,1,48.0,1,32.0,1,213.0,4991
GCF_000818055.1_ASM81805v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1673
GCF_000827065.1_ASM82706v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,17.0,1,153.0,4414
GCF_000827935.1_ASM82793v1_genomic,1,1.0,0,0.0,1,5.0,1,21.0,0,0.0,1,4.0,1,2.0,1,31.0,1,6.0,1,40.0,3369
GCF_000827955.1_ASM82795v1_genomic,1,1.0,0,0.0,1,5.0,1,32.0,0,0.0,1,4.0,1,2.0,1,31.0,1,6.0,1,40.0,3380
GCF_000829015.1_ASM82901v1_genomic,1,1.0,0,0.0,1,4.0,1,154.0,1,1.0,1,3.0,1,1.0,1,53.0,1,4.0,1,59.0,3847
GCF_000829035.1_ASM82903v1_genomic,1,3.0,1,5.0,1,10.0,0,0.0,1,3.0,1,5.0,1,1.0,1,34.0,1,12.0,1,196.0,3050
GCF_000832905.1_ASM83290v1_genomic,0,0.0,0,0.0,0,0.0,1,255.0,1,2.0,1,3.0,1,2.0,1,34.0,1,3.0,1,216.0,3754
GCF_000836595.1_1F8CTVE_genomic,1,1.0,1,1.0,1,7.0,1,60.0,1,1.0,1,5.0,1,1.0,1,25.0,1,3.0,1,52.0,2103
GCF_000836675.1_TH985VE_genomic,1,1.0,0,0.0,1,10.0,1,126.0,1,1.0,1,5.0,1,2.0,1,27.0,1,3.0,1,52.0,2268
GCF_000876545.1_ASM87654v1_genomic,0,0.0,0,0.0,1,2.0,1,89.0,1,2.0,1,4.0,1,7.0,1,41.0,1,2.0,1,120.0,3720
GCF_000934625.1_ASM93462v1_genomic,1,1.0,1,3.0,1,8.0,1,63.0,1,2.0,1,4.0,1,1.0,1,25.0,1,9.0,1,37.0,2042
GCF_000959725.1_ASM95972v1_genomic,1,1.0,0,0.0,1,1.0,1,7.0,1,2.0,1,6.0,1,30.0,1,112.0,1,29.0,1,136.0,7651
GCF_000961015.1_ASM96101v1_genomic,1,1.0,1,2.0,1,3.0,1,89.0,1,2.0,1,4.0,0,0.0,1,29.0,1,15.0,1,248.0,2450
GCF_000965785.1_ASM96578v1_genomic,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,3.0,1,11.0,1,54.0,1,13.0,1,37.0,4502
GCF_000967115.2_CT1_genomic,1,1.0,1,2.0,1,2.0,1,142.0,0,0.0,1,4.0,1,2.0,1,29.0,1,6.0,1,28.0,3112
GCF_000967305.2_ASM96730v2_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,5.0,1,5.0,1,59.0,1,21.0,1,18.0,3915
GCF_000974835.2_ASM97483v2_genomic,0,0.0,1,1.0,1,1.0,0,0.0,1,9.0,1,5.0,1,19.0,1,75.0,1,18.0,1,114.0,5808
GCF_001006025.1_ASM100602v1_genomic,1,1.0,1,2.0,1,3.0,1,82.0,1,2.0,1,5.0,1,1.0,1,28.0,1,15.0,1,196.0,2520
GCF_001022195.1_ASM102219v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,9.0,1,4.0,1,44.0,1,57.0,1,54.0,1,318.0,7149
GCF_001025215.1_ASM102521v1_genomic,1,3.0,1,6.0,0,0.0,1,68.0,0,0.0,1,4.0,1,15.0,1,21.0,1,11.0,1,16.0,1967
GCF_001039495.1_ASM103949v1_genomic,0,0.0,0,0.0,1,2.0,1,87.0,1,2.0,1,4.0,1,6.0,1,40.0,1,2.0,1,139.0,3776
GCF_001042405.1_ASM104240v1_genomic,0,0.0,0,0.0,1,3.0,0,0.0,1,2.0,1,5.0,1,2.0,1,18.0,1,14.0,1,105.0,1774
GCF_001042655.1_ASM104265v1_genomic,0,0.0,1,6.0,1,1.0,1,77.0,0,0.0,1,3.0,1,3.0,1,10.0,1,10.0,1,6.0,1400
GCF_001051015.2_ASM105101v2_genomic,1,3.0,1,2.0,0,0.0,0,0.0,0,0.0,1,4.0,1,16.0,1,17.0,1,7.0,1,82.0,2170
GCF_001191565.1_ASM119156v1_genomic,1,3.0,1,6.0,1,8.0,0,0.0,1,3.0,1,5.0,1,1.0,1,34.0,1,20.0,1,238.0,3057
GCF_001244395.1_ASM124439v1_genomic,1,4.0,1,7.0,1,12.0,1,76.0,1,2.0,1,5.0,1,4.0,1,36.0,1,16.0,1,141.0,3116
GCF_001255215.1_S_pneumo_A66_v1_genomic,1,1.0,1,4.0,1,21.0,0,0.0,1,1.0,1,5.0,1,1.0,1,23.0,1,9.0,1,31.0,2068
GCF_001263815.1_ASM126381v1_genomic,0,0.0,0,0.0,0,0.0,1,103.0,1,1.0,1,2.0,1,2.0,1,26.0,1,5.0,1,74.0,2184
GCF_001272315.2_ASM127231v2_genomic,1,1.0,1,10.0,1,12.0,1,23.0,1,8.0,1,4.0,1,3.0,1,48.0,1,12.0,1,134.0,3255
GCF_001281305.1_ASM128130v1_genomic,1,4.0,0,0.0,1,10.0,1,5.0,0,0.0,1,4.0,1,9.0,1,20.0,1,18.0,1,61.0,2284
GCF_001286525.1_BFBE1.1_genomic,0,0.0,1,1.0,1,2.0,1,19.0,0,0.0,1,3.0,1,12.0,1,53.0,1,15.0,1,46.0,4352
GCF_001296085.1_ASM129608v1_genomic,0,0.0,0,0.0,1,1.0,1,88.0,0,0.0,1,2.0,0,0.0,1,28.0,1,29.0,1,49.0,2545
GCF_001304735.1_ASM130473v1_genomic,1,7.0,1,4.0,1,4.0,1,30.0,0,0.0,1,3.0,1,2.0,1,37.0,1,9.0,1,45.0,3216
GCF_001308285.1_ASM130828v1_genomic,1,2.0,1,4.0,1,6.0,1,72.0,1,2.0,1,4.0,1,3.0,1,28.0,1,17.0,1,168.0,2417
GCF_001314245.2_ASM131424v2_genomic,1,1.0,1,1.0,1,1.0,1,91.0,1,2.0,1,4.0,1,2.0,1,28.0,1,13.0,1,327.0,2775
GCF_001314975.1_ASM131497v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,1,20.0,1,63.0,1,29.0,1,114.0,5186
GCF_001314995.1_ASM131499v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,1,25.0,1,56.0,1,28.0,1,106.0,5028
GCF_001318245.1_ASM131824v1_genomic,1,1.0,0,0.0,1,4.0,0,0.0,1,6.0,1,7.0,1,20.0,1,74.0,1,19.0,1,123.0,6131
GCF_001318345.1_ASM131834v1_genomic,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0,1,4.0,1,28.0,1,61.0,1,30.0,1,55.0,5579
GCF_001411495.1_ASM141149v1_genomic,0,0.0,1,1.0,1,3.0,0,0.0,1,9.0,1,6.0,1,33.0,1,111.0,1,39.0,1,160.0,7918
